Empleado,Edad,Genero,Pais,Funcion Laboral,Departamento,A�os en la Empresa,Hs de Trabajo x Semana,Trabajo Remoto,Nivel de Agotamiento,Satisfaccion Laboral,Nivel de Stres,Puntuacion de Productividad,Hs de Sue�o,Hs. De actividad Fisica,Tiempo de Viaje,Tiene apoyo para la salud Mental,Puntacion del Gerente,Tiene Acceso a Terapia,Dias libres de Salud Mental,Rango Salarial,Puntuacion de equilibrio entre vida laboral y personal,Tama�o del Equipo,Puntuacion de crecimiento personal,Riesgo de Agotamiento
3450,43,Female,UK,Data Scientist,HR,17,44,Hybrid,6.7,6.77,9.55,4.46,5.3,5.5,102,FALSE,3.12,TRUE,8,60K-80K,8.32,19,7.73,FALSE
3451,23,Male,India,Customer Support,Sales,20,43,Yes,8.74,1.46,8.67,4.3,5.9,6,57,TRUE,2.24,FALSE,3,100K+,9.51,6,5.67,TRUE
3452,31,Female,USA,HR Specialist,Sales,5,47,No,9.85,5.32,5.09,5.23,6.5,7.3,52,TRUE,6.22,TRUE,6,40K-60K,1.28,44,6.09,TRUE
3453,55,Male,UK,Marketing Manager,Sales,2,58,No,5.53,3.41,8.84,6.04,8.9,8.9,8,FALSE,7.53,FALSE,7,40K-60K,9.19,15,6.23,FALSE
3454,37,Male,Brazil,Customer Support,IT,7,38,No,5.1,4.43,2.99,9.93,7.4,4.1,45,TRUE,3.55,TRUE,4,<40K,4.43,6,6.84,FALSE
3455,43,Prefer not to say,Australia,Marketing Manager,IT,8,43,Hybrid,1.68,4.19,8.12,7.81,7.1,8,91,FALSE,7.62,FALSE,7,<40K,2.92,5,1.55,FALSE
3456,33,Female,USA,Marketing Manager,Sales,4,34,Yes,1.11,1.54,2.67,1.32,6.6,5,90,FALSE,2.65,FALSE,3,<40K,1.92,29,6.55,FALSE
3457,45,Male,Brazil,Software Engineer,HR,1,40,No,6.48,5.2,8.34,7.41,7.5,7.2,6,FALSE,4.05,TRUE,9,80K-100K,7.95,46,7.45,FALSE
3458,59,Non-binary,Germany,Sales Associate,Engineering,1,37,No,1.59,9.95,6.53,8.42,7.3,8.7,43,FALSE,7.7,TRUE,1,100K+,5.22,27,3.8,FALSE
3459,31,Female,UK,Marketing Manager,Sales,6,34,No,4.42,3.69,1.88,9.06,8.5,0.3,13,FALSE,6.94,TRUE,2,80K-100K,8.49,45,9.81,FALSE
3460,56,Female,Germany,Customer Support,Marketing,16,58,No,1.03,7.63,9.06,4.82,6.7,5.5,74,TRUE,3.43,TRUE,5,<40K,3.04,41,2.3,FALSE
3461,53,Female,Brazil,Customer Support,Sales,9,40,Yes,6.54,5.93,6.2,3.82,6.1,9.9,95,FALSE,2.1,TRUE,9,<40K,7.11,26,9.19,FALSE
3462,28,Prefer not to say,Brazil,Customer Support,Marketing,11,34,No,4.83,3.93,6.91,8.55,8,5,114,FALSE,1.38,TRUE,5,40K-60K,2.06,28,7.09,FALSE
3463,42,Non-binary,Brazil,HR Specialist,Sales,1,46,Hybrid,2.14,1.81,3.55,8,8,8.6,91,TRUE,8.54,FALSE,6,80K-100K,1.81,32,6.98,FALSE
3464,41,Female,India,Data Scientist,HR,9,51,Hybrid,3.67,2.94,8.84,5.82,4.8,1.9,5,FALSE,1.68,FALSE,3,80K-100K,2.2,25,8.88,FALSE
3465,47,Male,Australia,Marketing Manager,Engineering,19,33,Yes,6.13,8.04,5.91,2.06,5.2,6,34,FALSE,2.03,TRUE,7,100K+,8.28,7,8.49,FALSE
3466,25,Male,India,IT Admin,Engineering,0,44,No,6.91,3.51,4.79,6.87,8.8,8.7,69,TRUE,3.14,FALSE,7,80K-100K,6.9,30,4.11,FALSE
3467,43,Prefer not to say,Australia,Marketing Manager,Sales,3,48,No,5.16,2.3,5.81,1.59,6.2,4.3,60,TRUE,5.01,FALSE,6,100K+,2.49,31,7.35,FALSE
3468,36,Male,Canada,Marketing Manager,HR,12,51,Hybrid,8.24,3.98,7.33,1.9,6.6,4.9,23,TRUE,8.11,TRUE,2,60K-80K,4.46,12,1.46,TRUE
3469,42,Female,India,IT Admin,Engineering,11,31,Yes,2.01,6.26,7.26,3.98,5.6,0.8,72,FALSE,3.23,FALSE,2,100K+,7.87,9,5.18,FALSE
3470,36,Male,Germany,Software Engineer,Marketing,10,53,Hybrid,1.76,7.33,4.22,4.34,6.4,0.4,1,FALSE,5.89,FALSE,1,<40K,3.57,34,9.44,FALSE
3471,43,Female,Australia,Marketing Manager,Sales,9,46,Yes,1.4,4.49,4.47,5.16,7.7,4.7,101,FALSE,1.81,TRUE,6,60K-80K,9.29,3,3.47,FALSE
3472,49,Male,India,HR Specialist,Engineering,14,41,Yes,5.82,5.48,6.06,4.05,6.4,8.4,77,TRUE,5.18,TRUE,5,40K-60K,9.23,37,1.45,FALSE
3473,35,Non-binary,UK,Project Manager,Marketing,4,54,Yes,7.36,5.09,9.32,1.3,5.6,9.3,50,FALSE,2.6,FALSE,6,40K-60K,5.98,28,6.25,TRUE
3474,48,Prefer not to say,Brazil,Sales Associate,Support,16,53,Hybrid,2.17,1.08,7.71,2.42,4.5,6.6,30,FALSE,2.9,FALSE,1,40K-60K,6.69,46,4.2,FALSE
3475,49,Prefer not to say,Australia,Customer Support,HR,4,46,Yes,6.75,4.56,4.51,2.04,8.6,8.3,93,FALSE,4.3,TRUE,3,<40K,6.88,22,4.42,FALSE
3476,47,Non-binary,Australia,Marketing Manager,IT,1,39,Hybrid,5.29,6.29,4.03,4.88,8.4,7.3,118,TRUE,7.85,TRUE,0,40K-60K,3.33,26,6.24,FALSE
3477,23,Non-binary,India,Software Engineer,HR,8,57,Hybrid,9.89,6.13,5.71,2.91,8,7,26,TRUE,7.7,FALSE,1,100K+,4.29,19,6.59,TRUE
3478,46,Prefer not to say,Canada,HR Specialist,Engineering,5,54,No,7.46,7.75,8.83,3.64,7.5,7.7,99,TRUE,4.73,FALSE,6,<40K,2.22,21,4.94,TRUE
3479,24,Non-binary,India,Marketing Manager,IT,17,47,Hybrid,6.92,7.03,1.08,5.24,6.6,5.1,109,TRUE,2.07,TRUE,4,80K-100K,9.32,37,5.57,FALSE
3480,29,Female,Germany,IT Admin,Support,13,48,Hybrid,6.13,3.49,7.39,3.12,8.5,4.6,30,FALSE,3.53,TRUE,9,<40K,7.51,10,9.94,FALSE
3481,54,Male,Germany,Software Engineer,Engineering,18,47,No,9.98,3.3,3.65,3.21,8,1.6,116,FALSE,5.55,FALSE,2,<40K,1.42,16,9.61,TRUE
3482,56,Prefer not to say,Australia,Project Manager,IT,13,42,No,9.82,5.18,2.88,8.5,8.1,8.4,105,FALSE,8.82,TRUE,1,80K-100K,5.94,24,7.37,TRUE
3483,27,Non-binary,Australia,Data Scientist,IT,7,43,No,5.84,7.6,1.11,5.93,5.5,0.4,69,TRUE,9.71,TRUE,2,100K+,4.09,25,2.45,FALSE
3484,44,Female,India,Marketing Manager,IT,16,53,Yes,5.1,1.84,9.07,8.71,6.1,2.7,42,FALSE,6.74,FALSE,3,60K-80K,8.34,26,4.24,FALSE
3485,46,Prefer not to say,Germany,HR Specialist,Support,2,45,Yes,5.16,9.53,9.21,5.63,7.5,5.2,108,FALSE,4.16,TRUE,9,80K-100K,4.09,1,8.95,FALSE
3486,40,Non-binary,Germany,Software Engineer,Sales,9,47,No,4.86,5.89,1.55,9.18,5.9,9.7,119,FALSE,7.24,TRUE,9,<40K,6.8,4,4.81,FALSE
3487,26,Prefer not to say,Canada,IT Admin,Marketing,16,55,Yes,5.78,3.76,5.7,3.29,6.5,7.9,81,FALSE,4.03,TRUE,4,40K-60K,2.49,37,9.6,FALSE
3488,32,Non-binary,UK,Software Engineer,Support,10,47,No,3.46,7.24,2.37,6.55,7.2,3.7,51,TRUE,6.63,TRUE,7,80K-100K,6.03,43,5.39,FALSE
3489,33,Prefer not to say,Canada,Marketing Manager,Sales,7,45,Yes,9.34,1.4,7.83,5.53,6.2,7.1,13,FALSE,3.19,TRUE,8,80K-100K,3.64,14,8.76,TRUE
3490,31,Female,USA,Software Engineer,IT,0,46,Hybrid,5.41,5.36,6.99,9.27,8,9.3,58,TRUE,3.4,TRUE,1,60K-80K,2.48,24,1.32,FALSE
3491,29,Female,Brazil,Data Scientist,HR,12,36,Yes,8.58,5.37,3.67,4.77,4.6,5.4,19,FALSE,1.68,FALSE,2,<40K,6.57,27,4.91,TRUE
3492,45,Male,Canada,Software Engineer,Engineering,20,41,Yes,5.28,2.46,2.05,8.69,7.6,4.6,117,TRUE,4.78,TRUE,3,40K-60K,6.75,43,7.3,FALSE
3493,49,Prefer not to say,India,Customer Support,Engineering,3,31,Hybrid,7.46,8.54,8.48,6.08,4.7,5.5,51,TRUE,6.56,TRUE,6,40K-60K,9.85,27,8.77,TRUE
3494,57,Male,UK,Sales Associate,IT,6,39,No,4.03,8.17,7.07,7.38,8.7,3.1,74,TRUE,8.1,FALSE,5,60K-80K,7.02,24,6.49,FALSE
3495,58,Prefer not to say,India,Customer Support,Marketing,13,34,Yes,6.62,2.37,1.06,8.98,5.6,9.1,116,FALSE,8.29,FALSE,5,40K-60K,5.64,40,2.56,FALSE
3496,42,Non-binary,Brazil,Sales Associate,Sales,4,50,Yes,5.49,4.27,6.65,9.97,8,8,100,TRUE,9.93,FALSE,9,100K+,9.21,1,8.97,FALSE
3497,29,Non-binary,USA,Software Engineer,HR,10,32,Hybrid,4.3,1.9,8.29,7.58,6.6,7.1,39,TRUE,1.79,TRUE,6,80K-100K,8.45,39,6.17,FALSE
3498,30,Male,UK,IT Admin,IT,16,48,Hybrid,8.93,8.64,6.32,3.83,4.5,5.9,67,FALSE,5.44,FALSE,0,80K-100K,5.94,13,1.97,TRUE
3499,36,Prefer not to say,Australia,IT Admin,Support,4,42,Hybrid,2.01,3.91,4.82,3.69,6.9,9.7,43,FALSE,5.69,FALSE,7,40K-60K,5.6,20,5.17,FALSE
3500,39,Male,Germany,Marketing Manager,Engineering,19,41,Hybrid,5.38,4.95,6.26,3.78,8.6,3,5,FALSE,8.24,FALSE,8,40K-60K,9.48,38,7.29,FALSE
3501,41,Female,Canada,IT Admin,HR,2,32,No,2.75,3.91,6.58,1.88,4.8,2.8,86,FALSE,3.4,TRUE,1,40K-60K,6.55,36,5.06,FALSE
3502,27,Male,India,Sales Associate,Engineering,4,35,Yes,8.75,3.79,6.76,1.48,5.6,2.4,119,TRUE,1.62,FALSE,0,80K-100K,7.42,12,8.84,TRUE
3503,33,Male,USA,HR Specialist,Engineering,14,43,Yes,3.28,7.73,9.7,6.23,6.2,7.4,56,TRUE,3.82,TRUE,3,40K-60K,1.78,5,4.81,FALSE
3504,23,Non-binary,Germany,Sales Associate,Engineering,18,33,Yes,6.7,7.73,2.61,8.3,5.4,8,57,FALSE,9.86,TRUE,1,100K+,7.46,5,6.25,FALSE
3505,28,Male,Canada,Customer Support,IT,15,42,Yes,2.49,5.66,6.61,1.33,8.7,6,71,TRUE,9.09,FALSE,5,100K+,3.38,17,2.9,FALSE
3506,37,Prefer not to say,Germany,Software Engineer,Engineering,7,48,No,4.64,6.92,2.69,6.1,5.9,6.5,29,TRUE,4.56,TRUE,2,80K-100K,2.04,38,5.61,FALSE
3507,24,Non-binary,Canada,Marketing Manager,Engineering,12,47,Yes,9.09,5.6,2.89,4.35,7.3,3.5,99,TRUE,8.89,TRUE,8,<40K,8.65,10,3.01,TRUE
3508,24,Male,Australia,Project Manager,Support,15,58,No,2.49,1.26,7.02,9.03,5.1,0.4,51,TRUE,1.29,TRUE,7,<40K,7.22,16,3.03,FALSE
3509,48,Female,UK,Marketing Manager,Support,2,32,No,6.97,1.59,9.24,2.31,5.1,2.5,105,TRUE,3.83,TRUE,6,<40K,4.67,24,3.52,FALSE
3510,59,Male,Germany,Marketing Manager,Engineering,0,49,Hybrid,2.84,4.45,2.43,6.07,4.9,5.8,10,FALSE,7.54,TRUE,6,100K+,4.88,29,1.4,FALSE
3511,54,Male,Germany,Marketing Manager,Engineering,8,35,Hybrid,4.74,7.75,9.66,9.74,6.2,8.1,46,FALSE,2.99,FALSE,6,60K-80K,2.77,14,2.47,FALSE
3512,49,Male,Germany,HR Specialist,HR,8,45,Yes,5.87,9.22,3.87,4.11,6.7,7.8,4,FALSE,2.79,TRUE,4,<40K,1.09,10,4.82,FALSE
3513,22,Non-binary,UK,Data Scientist,Support,16,49,No,6.2,1.27,4.52,7.68,4.1,1.8,2,FALSE,8.76,TRUE,7,60K-80K,4.14,29,2.18,FALSE
3514,29,Prefer not to say,USA,Customer Support,IT,1,53,Hybrid,6.42,4.31,2.38,8.94,8.2,0.5,14,FALSE,6.54,TRUE,3,80K-100K,2.34,28,2.2,FALSE
3515,58,Female,Canada,Software Engineer,Sales,8,32,No,6.76,3.01,6.54,2.68,6.6,8.5,1,FALSE,9.9,TRUE,4,100K+,4.8,17,9.71,FALSE
3516,53,Male,Australia,Data Scientist,Engineering,18,41,Hybrid,3.45,8.34,6.37,9.93,4.8,0.8,1,FALSE,2.21,FALSE,2,<40K,8.5,5,4.84,FALSE
3517,58,Prefer not to say,Germany,Project Manager,Marketing,12,48,No,4.61,8.61,4.98,8.28,4.3,3.9,71,TRUE,4.21,FALSE,2,100K+,2.03,2,4.63,FALSE
3518,25,Prefer not to say,Brazil,Data Scientist,Sales,4,48,Yes,1.34,2.86,5.28,2.24,4.3,0.9,53,FALSE,3.8,TRUE,1,80K-100K,1.83,36,3.41,FALSE
3519,51,Non-binary,UK,Software Engineer,Sales,8,53,Yes,7.92,7.4,6.61,3.8,5.3,5.6,45,TRUE,8.92,TRUE,4,100K+,9.12,40,5.61,TRUE
3520,27,Female,USA,Customer Support,Sales,12,33,No,8.53,7.59,6.25,6.62,6.5,3.6,93,TRUE,3.3,FALSE,1,40K-60K,7.71,46,6.36,TRUE
3521,40,Non-binary,Canada,Customer Support,Support,0,30,Hybrid,2.79,2.59,4.37,8.96,8.3,2,40,TRUE,4.18,TRUE,9,<40K,1.48,45,4.76,FALSE
3522,53,Prefer not to say,UK,Software Engineer,IT,14,31,Hybrid,2.81,4.9,8.96,2.75,8.5,6,68,TRUE,2.29,TRUE,3,100K+,1.72,39,4.54,FALSE
3523,30,Prefer not to say,Australia,Project Manager,Engineering,3,42,Yes,1.38,6.58,7.01,7.58,8.2,3.6,29,TRUE,7.98,FALSE,9,100K+,7.16,9,7.3,FALSE
3524,33,Prefer not to say,Australia,Software Engineer,IT,3,59,Yes,9.73,1.23,2.85,3.44,5.6,1.7,43,FALSE,3.14,FALSE,0,100K+,4.33,36,9.55,TRUE
3525,32,Non-binary,Canada,Project Manager,Support,19,55,Yes,8.26,4.64,3.88,8.25,5.5,7,9,TRUE,1.61,TRUE,1,80K-100K,7.52,5,8.9,TRUE
3526,37,Female,Germany,Project Manager,Sales,9,58,Hybrid,4.25,2.39,8.09,7.15,8.9,8.4,96,FALSE,4.92,FALSE,0,<40K,4.64,15,2.07,FALSE
3527,22,Male,Australia,Software Engineer,Support,5,42,Hybrid,5.34,5.88,1.94,5.71,7.4,2.7,87,FALSE,4.52,TRUE,1,<40K,9.71,9,6.87,FALSE
3528,42,Non-binary,USA,Sales Associate,Marketing,11,59,Yes,3.63,8.59,7.75,6.85,5.5,1.9,82,FALSE,2.6,TRUE,3,40K-60K,7.25,25,1.06,FALSE
3529,51,Prefer not to say,UK,Customer Support,Engineering,19,31,No,6.38,5.72,4.23,8.89,5.6,0.8,29,TRUE,2.2,TRUE,0,40K-60K,1.42,28,6.7,FALSE
3530,34,Non-binary,USA,Project Manager,Support,15,59,Hybrid,7.46,1.32,5.97,4.48,6.2,5.3,88,TRUE,9.07,TRUE,5,100K+,3.97,27,5.18,TRUE
3531,55,Prefer not to say,Germany,Software Engineer,Engineering,2,48,Yes,5.03,1.27,3.53,7.92,7.1,8.3,74,FALSE,1.61,FALSE,0,<40K,6.07,46,5.42,FALSE
3532,25,Male,USA,IT Admin,Marketing,13,51,No,8.86,6.45,9.88,2.43,8.5,2.5,48,FALSE,1.89,FALSE,2,<40K,2.28,47,6.29,TRUE
3533,49,Male,USA,Sales Associate,IT,0,53,Hybrid,5.65,3.95,9.15,7.31,5,4.6,34,FALSE,3.21,FALSE,1,100K+,1.02,33,7.68,FALSE
3534,59,Female,India,Customer Support,IT,9,45,No,2.3,6.15,9.36,7.76,4.4,1.6,64,FALSE,9.58,TRUE,1,60K-80K,1.71,33,7.57,FALSE
3535,52,Prefer not to say,USA,Project Manager,Marketing,14,41,No,6.6,2.47,2.66,4.99,6,4,16,FALSE,1.77,FALSE,3,<40K,5.72,38,1.4,FALSE
3536,48,Female,Canada,Customer Support,Support,6,30,Hybrid,5.16,7.99,8.58,8.14,5.2,0.2,30,TRUE,8.34,TRUE,8,100K+,6.69,8,7.63,FALSE
3537,26,Female,UK,Sales Associate,HR,3,38,Yes,9.42,8.75,5.82,6.01,6.9,9.1,69,FALSE,9.03,FALSE,2,100K+,1.84,4,8.47,TRUE
3538,46,Male,India,Customer Support,Engineering,13,46,No,4.53,9,7.37,9.43,7.5,6.8,76,FALSE,4.4,TRUE,5,60K-80K,6.99,48,1.61,FALSE
3539,24,Non-binary,UK,HR Specialist,IT,15,39,Yes,4.63,3.74,2.96,2.01,5.6,3.3,51,FALSE,3.65,TRUE,9,40K-60K,6.55,43,3.91,FALSE
3540,54,Non-binary,UK,Marketing Manager,Sales,13,47,Hybrid,6.86,6.95,7.41,2.18,7.4,8.8,25,FALSE,7.1,FALSE,2,100K+,9.46,36,8.13,FALSE
3541,25,Female,Germany,HR Specialist,Marketing,2,48,No,5.74,3.51,9.23,8.58,5.7,1.8,99,TRUE,7.32,TRUE,9,<40K,8.57,43,5.44,FALSE
3542,46,Male,Germany,Sales Associate,HR,16,36,No,4.37,7.86,3.41,8.58,7.2,0.8,4,FALSE,8.02,TRUE,4,40K-60K,9.49,31,7.25,FALSE
3543,41,Prefer not to say,India,Project Manager,Marketing,20,54,No,9.91,2.08,3.1,5.24,7.2,9.4,110,FALSE,8.48,FALSE,8,40K-60K,9.69,10,5.52,TRUE
3544,55,Non-binary,Australia,Software Engineer,Support,13,48,No,3.72,7.86,1.94,9.68,5.4,3.1,13,TRUE,3.42,FALSE,2,40K-60K,4.97,49,9.8,FALSE
3545,47,Female,Brazil,Data Scientist,Sales,17,53,No,3.5,4.96,3.4,7.11,7.2,9.4,50,FALSE,7.18,TRUE,7,100K+,5.39,41,9.43,FALSE
3546,26,Non-binary,Germany,Software Engineer,Marketing,2,44,Hybrid,8.78,8.7,5.82,9.85,5.9,6.4,14,TRUE,2.21,TRUE,5,<40K,3.53,42,3.53,TRUE
3547,56,Non-binary,Brazil,Customer Support,Engineering,18,38,No,1.03,7.65,8.49,5.79,5.7,9.8,11,TRUE,5.6,TRUE,7,60K-80K,5.58,8,4.47,FALSE
3548,49,Prefer not to say,Germany,Data Scientist,Engineering,2,39,Hybrid,2.81,4.39,3.51,2.81,5.4,7.5,113,FALSE,6.52,TRUE,1,80K-100K,2.36,30,4.88,FALSE
3549,50,Male,Germany,Data Scientist,Engineering,11,52,Yes,6.31,9.13,6.59,5,5.7,1.1,45,FALSE,2.46,FALSE,8,80K-100K,7.04,14,1.94,FALSE
3550,30,Prefer not to say,UK,Customer Support,Sales,4,49,Hybrid,2.46,3.55,5.32,9.82,7.9,8.5,105,TRUE,1.69,FALSE,0,40K-60K,1.22,45,4.64,FALSE
3551,59,Male,India,Customer Support,Support,9,49,No,9.87,9.7,3.6,4.33,5.2,1.5,63,TRUE,2.75,TRUE,2,80K-100K,3.12,35,7.97,TRUE
3552,27,Non-binary,UK,Project Manager,HR,8,33,Yes,5.18,7.9,5.59,9.61,7.4,6.9,71,FALSE,4.79,TRUE,3,80K-100K,2.87,46,8.62,FALSE
3553,40,Female,Canada,Sales Associate,IT,0,35,Hybrid,6.38,9.92,2.51,8.17,8.5,5,58,FALSE,8.99,TRUE,5,100K+,9.44,46,8.98,FALSE
3554,32,Prefer not to say,UK,IT Admin,Engineering,12,33,Hybrid,2.44,1.49,6.76,4.98,5.8,7.1,118,TRUE,5.79,TRUE,3,60K-80K,2.3,3,1.13,FALSE
3555,23,Male,Brazil,Software Engineer,HR,2,34,Hybrid,3.6,3.47,2.04,5.88,4.1,7.6,94,FALSE,7.74,FALSE,1,80K-100K,9.02,29,8.1,FALSE
3556,30,Non-binary,Brazil,Sales Associate,Sales,18,38,No,6.53,7.67,7.58,6.47,4.1,8,25,TRUE,2.57,FALSE,2,60K-80K,2.12,16,5.52,FALSE
3557,42,Male,Canada,HR Specialist,HR,10,41,No,5.95,9.3,2.6,6.99,4.7,8.3,28,FALSE,1.95,FALSE,2,80K-100K,6.86,10,2.86,FALSE
3558,45,Male,USA,Project Manager,Engineering,15,52,Hybrid,8.06,1.26,9.98,1.69,4.6,8.5,3,FALSE,3.16,FALSE,5,40K-60K,3.88,4,5.49,TRUE
3559,55,Male,USA,Project Manager,IT,5,37,Hybrid,3.42,1,8.41,9.4,7.7,4.1,49,TRUE,3.82,TRUE,4,40K-60K,3.84,4,8.6,FALSE
3560,43,Non-binary,Canada,IT Admin,Engineering,2,50,Yes,6.88,3.31,4.09,6.37,5.5,8.9,91,TRUE,5.93,TRUE,4,60K-80K,9.98,2,4.91,FALSE
3561,24,Female,Canada,HR Specialist,Support,18,34,No,3.62,8.68,4.84,9.38,7.3,7.2,24,FALSE,8.93,TRUE,3,60K-80K,3.03,11,9.91,FALSE
3562,33,Female,UK,Software Engineer,Engineering,5,58,No,6.28,7.9,3.33,6.69,4.2,8.4,39,TRUE,4.83,FALSE,3,60K-80K,2.82,15,6.55,FALSE
3563,49,Female,Canada,Marketing Manager,Marketing,7,40,Yes,6.45,4.06,7.9,4.88,5.5,9.9,31,FALSE,5.67,FALSE,8,60K-80K,6.3,11,5.41,FALSE
3564,51,Male,India,HR Specialist,IT,12,52,Hybrid,2.1,1.02,4.43,6.1,5.2,1.2,99,FALSE,1.04,FALSE,6,<40K,7.67,23,3.65,FALSE
3565,47,Non-binary,USA,Software Engineer,Support,11,40,Hybrid,5.94,5.99,7.8,8.47,5.4,3.7,74,TRUE,1.3,FALSE,7,40K-60K,9.84,38,1.1,FALSE
3566,42,Male,USA,Data Scientist,IT,9,42,Yes,1.11,3.14,1.17,3.94,5,8.1,36,FALSE,1.75,TRUE,3,80K-100K,7.31,30,6.49,FALSE
3567,49,Female,Australia,Customer Support,HR,2,43,Hybrid,5.51,7.71,2.22,9.61,7.1,0.9,9,FALSE,7.29,TRUE,2,<40K,6.06,1,6.2,FALSE
3568,47,Female,Canada,Project Manager,Marketing,3,57,Hybrid,7.28,5.02,4.28,5.19,7.3,5.4,37,TRUE,5.38,FALSE,0,60K-80K,4.68,45,5.65,TRUE
3569,54,Non-binary,Germany,Software Engineer,Sales,0,37,Yes,1.66,7.11,1.98,9.61,4.7,8.6,60,TRUE,2.74,FALSE,8,80K-100K,6.36,33,5.84,FALSE
3570,42,Male,Germany,Sales Associate,Engineering,12,54,Yes,9.45,8.67,6.41,8.93,7.7,0.2,99,TRUE,6.33,TRUE,8,40K-60K,6.41,45,8.59,TRUE
3571,56,Prefer not to say,Canada,IT Admin,Support,3,59,Yes,5.13,5.82,1.46,7.91,5.3,9.4,113,FALSE,5.9,TRUE,1,60K-80K,2.96,37,3.85,FALSE
3572,55,Prefer not to say,India,Customer Support,Engineering,10,47,Hybrid,9.45,4.02,8.74,5.21,5.4,9.8,116,TRUE,1.8,TRUE,3,100K+,7.04,23,5.95,TRUE
3573,39,Female,Germany,Sales Associate,Engineering,18,48,Yes,1.97,7.93,7.85,6.28,8.1,3.2,26,FALSE,6.76,TRUE,3,60K-80K,2.84,49,7.12,FALSE
3574,32,Non-binary,Australia,Customer Support,Marketing,10,41,Hybrid,9.55,3.39,2.95,8.54,8.5,7.7,80,TRUE,7.9,TRUE,0,80K-100K,5.41,48,2.89,TRUE
3575,44,Male,Brazil,Project Manager,Sales,11,41,No,1.98,9.02,5.35,5.9,8.1,1.3,6,FALSE,3.58,FALSE,1,40K-60K,3.34,18,9.32,FALSE
3576,43,Male,Canada,HR Specialist,HR,10,47,No,5.15,1.64,5.07,7.64,4.7,7.7,72,FALSE,7.19,TRUE,7,60K-80K,3.82,10,7.63,FALSE
3577,38,Female,India,Marketing Manager,Sales,5,39,Yes,9.44,8.52,7.52,8.12,9,4.8,98,TRUE,2.8,TRUE,5,40K-60K,6.52,17,1.48,TRUE
3578,26,Female,India,HR Specialist,HR,11,36,Hybrid,3.09,1.82,4.61,5.62,7.4,8.6,117,FALSE,7.81,FALSE,0,<40K,1.58,7,8.79,FALSE
3579,32,Male,UK,Software Engineer,Sales,8,57,Hybrid,1.31,1.51,1.3,5.83,6.6,2.1,8,FALSE,9.21,TRUE,6,100K+,1.11,15,9.37,FALSE
3580,51,Male,India,IT Admin,Sales,9,47,Hybrid,8.14,4.27,3.46,2.78,8.8,6.7,58,TRUE,4.98,TRUE,6,<40K,2.18,27,8.14,TRUE
3581,36,Female,Germany,HR Specialist,Support,2,41,Yes,6.36,9.61,5.2,3.2,8.1,7.9,35,FALSE,3.2,FALSE,5,100K+,2.52,9,4.84,FALSE
3582,48,Male,Brazil,Project Manager,Engineering,2,43,Hybrid,5.63,9.85,9.77,9.14,7.5,2,117,FALSE,4.59,FALSE,7,<40K,2.78,21,9.95,FALSE
3583,56,Prefer not to say,Germany,IT Admin,Support,19,44,Hybrid,1.31,2.82,8.93,8.56,8.2,8.2,29,FALSE,3.25,FALSE,4,40K-60K,7.97,37,2.12,FALSE
3584,54,Female,Canada,Software Engineer,HR,15,45,Hybrid,6.88,2.34,2.63,1.09,5.9,9.6,94,FALSE,1.01,FALSE,1,40K-60K,5.02,29,5.83,FALSE
3585,41,Male,Brazil,Data Scientist,Marketing,2,31,No,2.54,4.18,7.51,8.82,7.4,6.2,18,FALSE,6.85,FALSE,3,<40K,5.23,42,2.53,FALSE
3586,37,Female,Canada,HR Specialist,Engineering,9,59,Hybrid,9.38,4.03,9.43,1.23,5,7.8,40,FALSE,1.38,FALSE,7,80K-100K,6.8,45,4.95,TRUE
3587,55,Non-binary,India,HR Specialist,Sales,10,59,No,7.17,7.84,1.08,5.12,8.9,5.3,54,TRUE,2.89,TRUE,7,<40K,7.56,33,9.35,TRUE
3588,23,Female,Australia,Marketing Manager,HR,7,47,Hybrid,7.36,5,7.49,1.61,6.9,6,86,TRUE,7.5,TRUE,4,60K-80K,1.03,6,8.15,TRUE
3589,56,Female,USA,Software Engineer,Support,5,41,Hybrid,3.09,8.02,5.13,9.72,8.1,0.1,83,TRUE,6.99,TRUE,5,80K-100K,8.71,25,8.04,FALSE
3590,49,Non-binary,Brazil,Sales Associate,HR,19,45,Hybrid,8.93,7.74,7.12,9.75,6,5.2,5,FALSE,1.66,TRUE,8,40K-60K,9.9,35,4.18,TRUE
3591,27,Prefer not to say,UK,HR Specialist,Engineering,10,42,No,5.84,6.2,6.45,6.5,7.8,5.8,106,TRUE,6.94,FALSE,9,<40K,2.1,17,9.41,FALSE
3592,30,Male,USA,Project Manager,Engineering,20,49,Hybrid,8.71,8.5,9.86,4.53,5.9,6.7,87,TRUE,9.38,FALSE,9,80K-100K,6.86,44,4.31,TRUE
3593,41,Non-binary,India,HR Specialist,HR,11,46,Yes,3.44,2.76,3.6,5.61,7,1.7,110,FALSE,1.67,FALSE,9,60K-80K,1.02,27,1.36,FALSE
3594,22,Female,India,Marketing Manager,Engineering,15,47,Hybrid,7.8,2.46,8.08,7.86,7.9,2.4,21,TRUE,4.74,TRUE,1,100K+,1.44,43,6.74,TRUE
3595,29,Male,USA,Data Scientist,HR,17,32,No,6.17,7.76,3.11,3.01,4.6,7.6,69,TRUE,7.56,FALSE,4,40K-60K,3.57,40,4.26,FALSE
